figure_panel,regimen,biomarker,curve,time_day,value,units,digitization_note
G,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,Tcell,max_gray_envelope,29.25,10.8696,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
G,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,Tcell,max_gray_envelope,29.5,10.5166,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
G,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,Tcell,max_gray_envelope,29.75,10.5166,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
G,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,Tcell,max_gray_envelope,30.0,10.5166,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
G,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,Tcell,max_gray_envelope,30.25,10.2484,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
G,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,Tcell,max_gray_envelope,30.5,10.2484,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
G,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,Tcell,max_gray_envelope,30.75,10.2484,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
G,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,Tcell,max_gray_envelope,31.0,10.2484,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
G,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,Tcell,max_gray_envelope,31.25,10.2484,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
G,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,Tcell,max_gray_envelope,31.5,10.2417,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
G,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,Tcell,max_gray_envelope,31.75,9.87767,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
G,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,Tcell,max_gray_envelope,32.0,9.85951,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
G,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,Tcell,max_gray_envelope,32.25,9.85951,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
G,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,Tcell,max_gray_envelope,32.5,9.57791,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
G,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,Tcell,max_gray_envelope,32.75,9.57791,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
G,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,Tcell,max_gray_envelope,33.0,9.57791,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
G,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,Tcell,max_gray_envelope,33.25,9.5712,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
G,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,Tcell,max_gray_envelope,33.5,9.5712,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
G,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,Tcell,max_gray_envelope,33.75,9.57529,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
G,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,Tcell,max_gray_envelope,34.0,9.57529,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
G,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,Tcell,max_gray_envelope,34.25,9.54518,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
G,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,Tcell,max_gray_envelope,34.5,9.52427,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
G,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,Tcell,max_gray_envelope,34.75,9.40318,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
G,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,Tcell,max_gray_envelope,35.0,9.38472,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
G,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,Tcell,max_gray_envelope,35.25,9.26263,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
G,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,Tcell,max_gray_envelope,35.5,9.24936,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
G,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,Tcell,max_gray_envelope,35.75,9.24936,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
G,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,Tcell,max_gray_envelope,36.0,9.24936,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
G,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,Tcell,max_gray_envelope,36.25,9.24936,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
G,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,Tcell,max_gray_envelope,36.5,9.24904,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
G,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,Tcell,max_gray_envelope,36.75,9.2411,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
G,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,Tcell,max_gray_envelope,37.0,9.2012,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
G,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,Tcell,max_gray_envelope,37.25,9.2012,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
G,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,Tcell,max_gray_envelope,37.5,9.20427,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
G,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,Tcell,max_gray_envelope,37.75,9.24266,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
G,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,Tcell,max_gray_envelope,38.0,9.24615,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
G,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,Tcell,max_gray_envelope,38.25,9.24266,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
G,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,Tcell,max_gray_envelope,38.5,9.24036,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
G,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,Tcell,max_gray_envelope,38.75,9.24036,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
G,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,Tcell,max_gray_envelope,39.0,9.24036,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
G,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,Tcell,max_gray_envelope,39.25,9.20521,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
G,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,Tcell,max_gray_envelope,39.5,9.20243,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
G,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,Tcell,max_gray_envelope,39.75,9.20243,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
G,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,Tcell,max_gray_envelope,40.0,9.20917,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
G,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,Tcell,max_gray_envelope,40.25,9.20917,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
G,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,Tcell,max_gray_envelope,40.5,8.91411,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
G,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,Tcell,max_gray_envelope,40.75,8.91411,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
G,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,Tcell,max_gray_envelope,41.0,8.91411,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
G,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,Tcell,max_gray_envelope,41.25,8.91411,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
G,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,Tcell,max_gray_envelope,41.5,8.91411,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
G,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,Tcell,max_gray_envelope,41.75,8.894,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
G,1.6/10/10 mg C1D1/C1D8/C1D15; 20 mg Day 1 subsequent cycles,Tcell,max_gray_envelope,42.0,8.894,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
H,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,Tcell,median_green,0.0,11.038773226234037,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
H,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,Tcell,median_green,0.25,11.429569248108962,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
H,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,Tcell,median_green,0.5,8.962172888109277,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
H,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,Tcell,median_green,0.75,9.288649009040473,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
H,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,Tcell,median_green,1.0,12.0,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
H,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,Tcell,median_green,1.25,10.701791426235625,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
H,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,Tcell,median_green,1.5,8.338594639214534,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
H,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,Tcell,median_green,1.75,6.509530197080697,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
H,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,Tcell,median_green,2.0,5.096511600219066,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
H,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,Tcell,median_green,2.25,4.734613339259776,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
H,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,Tcell,median_green,2.5,4.257095460714824,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
H,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,Tcell,median_green,2.75,3.8451166371667367,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
H,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,Tcell,median_green,3.0,3.206794243941931,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
H,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,Tcell,median_green,3.25,2.869317162609434,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
H,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,Tcell,median_green,3.5,2.568481375358166,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
H,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,Tcell,median_green,3.75,1.3533086221813013,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
H,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,Tcell,median_green,4.0,1.610997785520958,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
H,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,Tcell,median_green,4.25,1.4514219495352767,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
H,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,Tcell,median_green,4.5,1.4514219495352767,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
H,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,Tcell,median_green,4.75,1.0583685877338496,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
H,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,Tcell,median_green,5.0,0.7284226400717523,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
H,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,Tcell,median_green,5.25,0.8130976513822635,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
H,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,Tcell,median_green,5.5,2.4068577415488654,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
H,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,Tcell,median_green,5.75,3.6749494003444743,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
H,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,Tcell,median_green,6.0,3.8451166371667367,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
H,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,Tcell,median_green,6.25,3.8451166371667367,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
H,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,Tcell,median_green,6.5,3.525955440554334,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
H,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,Tcell,median_green,6.75,3.2299962695155924,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
H,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,Tcell,median_green,7.0,6.6324666007931885,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
H,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,Tcell,median_green,7.25,6.155762801337322,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
H,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,Tcell,median_green,7.5,4.358127478715197,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
H,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,Tcell,median_green,7.75,4.010131431123865,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
H,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,Tcell,median_green,8.0,7.0,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
H,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,Tcell,median_green,8.25,6.55251695339677,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
H,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,Tcell,median_green,8.5,5.730024770232407,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
H,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,Tcell,median_green,8.75,4.460049540464814,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
H,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,Tcell,median_green,9.0,4.142553364284844,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
H,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,Tcell,median_green,9.25,3.717128006605395,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
H,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,Tcell,median_green,9.5,3.3488176613110627,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
H,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,Tcell,median_green,9.75,3.2487905900188143,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
H,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,Tcell,median_green,10.0,3.190064835744934,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
H,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,Tcell,median_green,10.25,3.190064835744934,%,Digitized from published Fig. 5 image; green curves are anchor-scaled to printed peak labels when printed in the figure; max_gray_envelope is the visible upper envelope over gray individual trajectories and is not one identifiable virtual patient.
