figure_panel,regimen,patient_rank_fraction,approx_virtual_patient_rank_if_N4500,tumor_change_percent_day84,units,digitization_note
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.5760,2592,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.5780,2601,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.5800,2610,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.5820,2619,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.5840,2628,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.5860,2637,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.5880,2646,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.5900,2655,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.5920,2664,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.5940,2673,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.5960,2682,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.5980,2691,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.6000,2700,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.6020,2709,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.6040,2718,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.6060,2727,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.6080,2736,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.6100,2745,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.6120,2754,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.6140,2763,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.6160,2772,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.6180,2781,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.6200,2790,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.6220,2799,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.6240,2808,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.6260,2817,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.6280,2826,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.6300,2835,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.6320,2844,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.6340,2853,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.6360,2862,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.6380,2871,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.6400,2880,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.6420,2889,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.6440,2898,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.6460,2907,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.6480,2916,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.6500,2925,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.6520,2934,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.6540,2943,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.6560,2952,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.6580,2961,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.6600,2970,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.6620,2979,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.6640,2988,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.6660,2997,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.6680,3006,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.6700,3015,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.6720,3024,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.6740,3033,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.6760,3042,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.6780,3051,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.6800,3060,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.6820,3069,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.6840,3078,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.6860,3087,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.6880,3096,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.6900,3105,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.6920,3114,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.6940,3123,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.6960,3132,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.6980,3141,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.7000,3150,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.7020,3159,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.7040,3168,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.7060,3177,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.7080,3186,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.7100,3195,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.7120,3204,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.7140,3213,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.7160,3222,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.7180,3231,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.7200,3240,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.7220,3249,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.7240,3258,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.7260,3267,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.7280,3276,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.7300,3285,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.7320,3294,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.7340,3303,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.7360,3312,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.7380,3321,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.7400,3330,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.7420,3339,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.7440,3348,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.7460,3357,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.7480,3366,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.7500,3375,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.7520,3384,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.7540,3393,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.7560,3402,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.7580,3411,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.7600,3420,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.7620,3429,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.7640,3438,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.7660,3447,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.7680,3456,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.7700,3465,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.7720,3474,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.7740,3483,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.7760,3492,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.7780,3501,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.7800,3510,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.7820,3519,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.7840,3528,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.7860,3537,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.7880,3546,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.7900,3555,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.7920,3564,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.7940,3573,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
L,1.6/20 mg C1D1/C1D8; 20 mg Day 1 subsequent cycles,0.7960,3582,-97.1487,% change from baseline,Digitized from the visible waterfall contour in Fig. 5. X-axis is normalized patient rank. Approximate patient rank assumes n=4500; Fig. 5 itself does not print n.
